,Unnamed: 0,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,epoch_time,merge_id
532,3841180,ICL,2008-07-10 17:55,-95.0223,40.7242,86.00,66.20,51.72,200.00,12.00,M,29.95,M,10.00,17.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.39,M,1215720000000.0,1215720000000.0_ICL
533,2160645,SUT,2008-04-17 00:40,-78.0747,33.9292,53.60,35.60,50.36,0.00,0.00,M,30.22,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.60,METAR KSUT 170040Z AUTO 00000KT 10SM CLR 12/02 A3022 RMK AO2,1208401200000.0,1208401200000.0_SUT
534,198987,HPN,2008-01-10 23:56,-73.7075,41.0669,42.98,21.02,41.24,0.00,0.00,M,30.10,1019.60,10.00,M,BKN,   ,   ,   ,9500.00,M,M,M,M,M,M,M,M,M,M,42.98,METAR KHPN 102356Z 00000KT 10SM BKN095 06/M06 A3010 RMK AO2 SLP196 T00611061 10094 20050 58006,1200020400000.0,1200020400000.0_HPN
535,856116,GEV,2008-02-12 05:02,-81.42,36.43,33.80,10.40,37.22,0.00,0.00,M,30.18,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,33.80,METAR KGEV 120502Z AUTO 00000KT 10SM CLR 01/M12 A3018 RMK AO2,1202806800000.0,1202806800000.0_GEV
536,2681864,INJ,2008-05-13 21:25,-97.0972,32.0836,80.60,71.60,74.11,140.00,15.00,M,29.78,M,10.00,22.00,SCT,SCT,   ,M,2000.00,12000.00,M,M,M,M,M,M,M,M,M,84.57,METAR KINJ 132125Z AUTO 14015G22KT 10SM SCT020 SCT120 27/22 A2978 RMK AO2,1210723200000.0,1210723200000.0_INJ
537,2521785,MUT,2008-05-05 15:57,-91.1406,41.367,72.00,44.00,M,M,M,M,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1210010400000.0,1210010400000.0_MUT
538,6114024,EBS,2008-10-29 13:25,-93.8691,42.4392,31.00,25.00,M,M,M,M,30.18,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1225299600000.0,1225299600000.0_EBS
539,144656,CAV,2008-01-08 09:25,-93.7593,42.743,31.00,31.00,100.00,330.00,6.00,M,29.72,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.33,M,1199797200000.0,1199797200000.0_CAV
540,4942972,JQF,2008-09-04 05:40,-80.7091,35.3878,62.60,62.60,100.00,0.00,0.00,M,29.99,M,3.00,M,CLR,   ,   ,M,M,M,M,M,BR,M,M,M,M,M,M,62.60,METAR KJQF 040540Z AUTO 00000KT 3SM BR CLR 17/17 A2999 RMK AO2,1220515200000.0,1220515200000.0_JQF
541,4554997,OAJ,2008-08-16 15:15,-77.6121,34.8292,77.00,69.80,78.48,50.00,6.00,M,30.06,M,10.00,M,SCT,   ,   ,M,12000.00,M,M,M,M,M,M,M,M,M,M,78.09,METAR KOAJ 161515Z AUTO 05006KT 10SM SCT120 25/21 A3006 RMK AO2 PWINO FZRANO RVRNO,1218909600000.0,1218909600000.0_OAJ
542,4813072,AIO,2008-08-29 02:32,-95.0465,41.4059,63.00,58.00,83.72,350.00,5.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,M,1219986000000.0,1219986000000.0_AIO
543,2987549,FFL,2008-05-29 10:45,-91.9834,41.0521,52.00,45.00,76.94,120.00,4.00,M,30.19,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,52.00,M,1212066000000.0,1212066000000.0_FFL
544,1956346,SDA,2008-04-06 06:17,-95.4112,40.7533,52.00,40.00,63.48,130.00,7.00,M,29.71,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,52.00,M,1207472400000.0,1207472400000.0_SDA
545,6319138,DFW,2008-11-09 07:53,-97.038,32.8968,53.06,35.96,52.11,50.00,3.00,M,30.04,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.06,M,1226228400000.0,1226228400000.0_DFW
546,3422766,EOK,2008-06-19 23:26,-91.4274,40.4615,74.00,57.00,55.34,270.00,6.00,M,29.91,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.00,M,1213927200000.0,1213927200000.0_EOK
547,2638900,F39,2008-05-11 16:44,-96.6667,33.7167,59.00,33.80,38.56,310.00,7.00,M,30.14,M,10.00,16.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,59.00,METAR KGYI 111644Z AUTO 31007G16KT 10SM CLR 15/01 A3014 RMK AO2,1210532400000.0,1210532400000.0_F39
548,5100770,MXO,2008-09-12 04:45,-91.1605,42.2204,71.00,67.00,87.19,190.00,5.00,M,29.96,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.00,M,1221202800000.0,1221202800000.0_MXO
549,4268177,NOG,2008-08-01 08:53,-98.0517,27.9011,75.92,73.94,93.59,0.00,0.00,M,29.85,1010.60,2.00,M,FEW,   ,   ,M,800.00,M,M,M,BR,M,M,M,M,M,M,77.61,METAR KALI 010853Z AUTO 00000KT 2SM BR FEW008 24/23 A2985 RMK AO2 SLP106 T02440233 53000,1217588400000.0,1217588400000.0_NOG
550,1326262,BNW,2008-03-06 16:16,-93.8486,42.0486,26.00,18.00,71.33,280.00,12.00,M,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.37,M,1204833600000.0,1204833600000.0_BNW
551,3512585,MUT,2008-06-24 09:06,-91.1406,41.367,65.00,62.00,M,M,M,M,30.14,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1214308800000.0,1214308800000.0_MUT
552,6343281,ATT,2008-11-10 12:51,-97.7601,30.3208,66.02,57.02,72.72,M,4.00,M,29.92,1012.40,10.00,M,BKN,OVC,   ,M,2700.00,3200.00,M,M,M,M,M,M,M,M,M,66.02,METAR KATT 101251Z AUTO VRB04KT 10SM BKN027 OVC032 19/14 A2992 RMK AO2 SLP124 T01890139,1226332800000.0,1226332800000.0_ATT
553,1832195,DEH,2008-03-30 17:07,-91.7433,43.2755,44.00,36.00,73.27,190.00,4.00,M,30.11,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.43,M,1206907200000.0,1206907200000.0_DEH
554,4488432,POU,2008-08-13 01:53,-73.8842,41.6266,64.94,62.06,90.39,0.00,0.00,M,29.79,1008.30,10.00,M,BKN,OVC,   ,   ,9500.00,11000.00,M,M,M,M,M,M,M,M,M,64.94,METAR KPOU 130153Z 00000KT 10SM BKN095 OVC110 18/17 A2979 RMK AO2 SLP083 T01830167,1218600000000.0,1218600000000.0_POU
555,723617,FFL,2008-02-05 15:14,-91.9834,41.0521,35.00,32.00,88.68,20.00,8.00,M,29.96,M,4.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.81,M,1202238000000.0,1202238000000.0_FFL
556,6085460,MUT,2008-10-28 01:35,-91.1406,41.367,41.00,28.40,60.54,310.00,5.00,M,30.44,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.08,M,1225170000000.0,1225170000000.0_MUT
557,7269720,CAV,2008-12-24 13:23,-93.7593,42.743,9.00,5.00,83.41,290.00,15.00,M,29.81,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.04,M,1230138000000.0,1230138000000.0_CAV
558,2428126,SLB,2008-04-30 17:55,-95.2399,42.5972,66.20,41.00,39.72,120.00,23.00,M,29.62,M,10.00,28.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,66.20,METAR KSLB 301755Z AUTO 12023G28KT 10SM CLR 19/05 A2962 RMK AO2,1209585600000.0,1209585600000.0_SLB
559,4511874,NOG,2008-08-14 08:53,-98.0517,27.9011,78.98,75.92,90.37,0.00,0.00,M,29.83,1009.90,3.00,M,OVC,   ,   ,M,1600.00,M,M,M,BR,M,M,M,M,M,M,82.96,METAR KALI 140853Z AUTO 00000KT 3SM BR OVC016 26/24 A2983 RMK AO2 SLP099 T02610244 55001,1218711600000.0,1218711600000.0_NOG
560,4039091,MSV,2008-07-20 10:55,-74.795,41.7016,66.20,64.40,93.92,0.00,0.00,M,30.01,M,3.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,66.20,METAR KMSV 201055Z AUTO 00000KT 3SM CLR 19/18 A3001 RMK AO1,1216558800000.0,1216558800000.0_MSV
561,1815111,SDA,2008-03-29 20:47,-95.4112,40.7533,55.00,30.00,38.21,130.00,18.00,M,30.00,M,10.00,25.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,M,1206835200000.0,1206835200000.0_SDA
562,780964,PEZ,2008-02-08 12:05,-98.52,28.9542,35.60,28.40,74.80,0.00,0.00,M,29.96,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,35.60,METAR KPEZ 081205Z AUTO 00000KT 10SM CLR 02/M02 A2996 RMK AO2,1202486400000.0,1202486400000.0_PEZ
563,7314628,VTI,2008-12-26 17:15,-92.0248,42.2176,37.40,35.60,93.14,160.00,16.00,M,29.72,M,4.00,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.46,M,1230325200000.0,1230325200000.0_VTI
564,1831127,NKT,2008-03-30 15:54,-76.88,34.9,48.02,44.96,89.08,50.00,16.00,0.01,30.47,1031.30,6.00,25.00,SCT,BKN,OVC,M,1000.00,1500.00,2500.00,M,BR,M,M,M,M,M,M,41.30,METAR KNKT 301554Z 05016G25KT 6SM BR SCT010 BKN015 OVC025 09/07 A3047 RMK AO2 RAE53 SLP313 P0001 T00890072,1206900000000.0,1206900000000.0_NKT
565,3064699,ICL,2008-06-02 11:36,-95.0223,40.7242,66.00,59.00,M,M,M,M,29.90,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1212415200000.0,1212415200000.0_ICL
566,165732,PEQ,2008-01-09 11:46,-103.51,31.38,30.20,17.60,59.01,320.00,4.00,M,30.05,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,25.32,METAR KPEQ 091146Z AUTO 32004KT 10SM CLR M01/M08 A3005 RMK AO2,1199890800000.0,1199890800000.0_PEQ
567,1350058,OAJ,2008-03-07 20:55,-77.6121,34.8292,68.00,66.20,93.97,170.00,15.00,0.01,29.77,M,10.00,23.00,SCT,BKN,OVC,M,1100.00,1900.00,2400.00,M,M,M,M,M,M,M,M,68.00,METAR KOAJ 072055Z AUTO 17015G23KT 10SM SCT011 BKN019 OVC024 20/19 A2977 RMK AO1 P0001 60021 57037,1204934400000.0,1204934400000.0_OAJ
568,1114495,PEA,2008-02-24 21:15,-92.9431,41.3989,41.00,32.00,70.08,190.00,11.00,M,29.96,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.84,M,1203901200000.0,1203901200000.0_PEA
569,6352651,DRT,2008-11-10 23:53,-100.9272,29.3742,77.00,57.02,50.11,0.00,0.00,M,29.78,1007.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KDRT 102353Z AUTO 00000KT 10SM CLR 25/14 A2978 RMK AO2 SLP070 T02500139 10272 20239 53007,1226372400000.0,1226372400000.0_DRT
570,4101849,IKV,2008-07-23 12:03,-93.5695,41.6878,65.00,63.00,M,M,M,M,30.16,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1216825200000.0,1216825200000.0_IKV
571,5599587,MSS,2008-10-05 08:53,-74.8456,44.9358,39.02,37.04,92.53,0.00,0.00,M,30.25,1024.70,10.00,M,BKN,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,39.02,METAR KMSS 050853Z AUTO 00000KT 10SM BKN080 04/03 A3025 RMK AO2 SLP247 T00390028 50003,1223204400000.0,1223204400000.0_MSS
572,5923408,SLK,2008-10-19 22:51,-74.2062,44.3853,32.00,26.06,78.45,0.00,0.00,M,30.31,1029.10,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,32.00,METAR KSLK 192251Z AUTO 00000KT 10SM CLR 00/M03 A3031 RMK AO2 SLP291 T00001033,1224464400000.0,1224464400000.0_SLK
573,4459005,RCZ,2008-08-11 12:22,-79.76,34.89,69.80,66.20,88.34,30.00,3.00,M,29.87,M,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,69.80,METAR KRCZ 111222Z AUTO 03003KT 7SM CLR 21/19 A2987 RMK AO2,1218466800000.0,1218466800000.0_RCZ
574,7236873,JHW,2008-12-22 22:55,-79.258,42.1534,12.20,8.60,85.17,250.00,13.00,M,30.26,M,2.00,16.00,OVC,   ,   ,   ,1000.00,M,M,M,M,M,M,M,M,M,M,-3.80,METAR KJHW 222255Z 25013G16KT 2SM OVC010 M11/M13 A3026 RMK AO1,1229997600000.0,1229997600000.0_JHW
575,788936,HQZ,2008-02-08 21:46,-96.5304,32.747,73.40,21.20,13.93,290.00,14.00,M,29.84,M,10.00,23.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.09,METAR KHQZ 082146Z AUTO 29014G23KT 10SM CLR 23/M06 A2984 RMK AO2,1202518800000.0,1202518800000.0_HQZ
576,3168756,PEZ,2008-06-07 09:24,-98.52,28.9542,78.80,73.40,83.55,130.00,6.00,M,29.93,M,10.00,M,BKN,BKN,OVC,M,1800.00,2400.00,2800.00,M,M,M,M,M,M,M,M,82.03,METAR KPEZ 070924Z AUTO 13006KT 10SM BKN018 BKN024 OVC028 26/23 A2993 RMK AO2,1212840000000.0,1212840000000.0_PEZ
577,4566946,AWO,2008-08-17 05:55,-122.15899999999999,48.1608,68.00,57.20,68.35,0.00,0.00,M,29.74,M,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,68.00,METAR KAWO 170555Z AUTO 00000KT 9SM CLR 20/14 A2974 RMK AO1 10300 20190 52007,1218960000000.0,1218960000000.0_AWO
578,1805478,AIO,2008-03-29 09:15,-95.0465,41.4059,35.60,26.60,69.46,130.00,11.00,M,30.24,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.02,M,1206795600000.0,1206795600000.0_AIO
579,2699494,CNC,2008-05-14 19:04,-93.3608,41.0184,61.00,42.00,49.54,350.00,14.00,M,29.98,M,10.00,17.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,61.00,M,1210802400000.0,1210802400000.0_CNC
580,6833477,DPL,2008-12-03 23:40,-77.98,35.0,33.80,32.00,93.03,0.00,0.00,M,30.34,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,33.80,METAR KDPL 032340Z AUTO 00000KT 10SM CLR 01/00 A3034 RMK AO2,1228359600000.0,1228359600000.0_DPL
581,4993191,HSE,2008-09-06 12:51,-75.6225,35.2322,80.96,75.92,84.69,180.00,24.00,0.36,29.68,1005.10,2.50,38.00,FEW,SCT,BKN,M,1000.00,2400.00,4000.00,M,HZ,M,M,M,45.00,170.00,2008-09-06 12:05,87.26,METAR KHSE 061251Z AUTO 18024G38KT 2 1/2SM HZ FEW010 SCT024 BKN040 27/24 A2968 RMK AO2 PK WND 17045/1205 RAB1158E37 SLP051 P0036 T02720244 TSNO,1220713200000.0,1220713200000.0_HSE
582,6510720,RUQ,2008-11-18 17:28,-80.5203,35.6459,39.20,10.40,30.07,360.00,15.00,M,30.23,M,10.00,20.00,BKN,   ,   ,M,6500.00,M,M,M,M,M,M,M,M,M,M,30.11,METAR KRUQ 181728Z AUTO 36015G20KT 10SM BKN065 04/M12 A3023 RMK AO2,1227042000000.0,1227042000000.0_RUQ
583,5447396,EBS,2008-09-28 05:41,-93.8691,42.4392,54.00,52.00,92.92,40.00,4.00,M,30.16,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,M,1222588800000.0,1222588800000.0_EBS
584,5560835,LHZ,2008-10-03 15:23,-78.3303,36.0233,68.00,48.20,49.10,0.00,0.00,M,30.07,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,68.00,METAR KLHZ 031523Z AUTO 00000KT 10SM CLR 20/09 A3007 RMK AO2,1223056800000.0,1223056800000.0_LHZ
585,4724325,FFA,2008-08-24 22:41,-75.67,36.02,80.60,68.00,65.54,110.00,5.00,M,30.00,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.29,METAR KFFA 242241Z AUTO 11005KT 10SM CLR 27/20 A3000 RMK AO2,1219626000000.0,1219626000000.0_FFA
586,7295661,ORS,2008-12-25 19:10,-122.91,48.71,33.80,32.00,93.03,0.00,0.00,M,29.56,M,8.00,M,SCT,BKN,OVC,M,500.00,900.00,1700.00,M,M,M,M,M,M,M,M,33.80,METAR KORS 251910Z AUTO 00000KT 8SM SCT005 BKN009 OVC017 01/00 A2956 RMK AO2,1230246000000.0,1230246000000.0_ORS
587,6460210,ADU,2008-11-16 06:35,-94.9204,41.6994,26.00,24.00,92.01,240.00,3.00,M,30.07,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.83,M,1226829600000.0,1226829600000.0_ADU
588,6525548,JSO,2008-11-19 10:26,-95.22,31.87,41.00,33.80,75.33,180.00,7.00,M,30.35,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,35.75,METAR KJSO 191026Z AUTO 18007KT 10SM CLR 05/01 A3035 RMK AO2,1227103200000.0,1227103200000.0_JSO
589,612365,JQF,2008-01-31 01:57,-80.7091,35.3878,32.00,17.60,54.87,0.00,0.00,M,30.16,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,32.00,METAR KJQF 310157Z 00000KT 10SM CLR 00/M08 A3016,1201755600000.0,1201755600000.0_JQF
590,1786771,RHP,2008-03-28 11:21,-83.863,35.1952,53.60,48.20,81.87,0.00,0.00,M,30.03,M,10.00,M,BKN,OVC,   ,M,2600.00,3500.00,M,M,M,M,M,M,M,M,M,53.60,METAR KRHP 281121Z AUTO 00000KT 10SM BKN026 OVC035 12/09 A3003 RMK AO2,1206716400000.0,1206716400000.0_RHP
591,7113345,LVJ,2008-12-16 22:53,-95.24,29.52,44.06,44.06,100.00,20.00,5.00,M,30.13,1020.00,0.25,M,OVC,   ,   ,M,200.00,M,M,M,FG,M,M,M,M,M,M,40.72,METAR KLVJ 162253Z AUTO 02005KT 1/4SM FG OVC002 07/07 A3013 RMK AO2 SLP200 T00670067 TSNO,1229479200000.0,1229479200000.0_LVJ
592,6388454,RBO,2008-11-12 18:34,-97.6905,27.7785,82.40,57.20,42.25,30.00,13.00,M,29.84,M,10.00,19.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,82.08,METAR KRBO 121834Z AUTO 03013G19KT 10SM CLR 28/14 A2984 RMK AO2,1226527200000.0,1226527200000.0_RBO
593,92732,UKF,2008-01-05 15:22,-81.0983,36.2228,33.80,17.60,51.04,0.00,0.00,M,30.44,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,33.80,METAR KUKF 051522Z AUTO 00000KT 10SM CLR 01/M08 A3044 RMK AO1,1199559600000.0,1199559600000.0_UKF
594,227782,XBP,2008-01-12 08:29,-97.8284,33.1753,35.60,28.40,74.80,0.00,0.00,M,29.83,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,35.60,METAR KXBP 120829Z AUTO 00000KT 10SM CLR 02/M02 A2983 RMK AO2,1200139200000.0,1200139200000.0_XBP
595,1869940,OOA,2008-04-01 20:37,-92.4919,41.2273,44.00,35.00,70.42,330.00,13.00,M,30.30,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.94,M,1207090800000.0,1207090800000.0_OOA
596,861875,MUT,2008-02-12 11:57,-91.1406,41.367,11.00,6.00,79.85,30.00,6.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.24,M,1202828400000.0,1202828400000.0_MUT
597,6255371,GYI,2008-11-06 00:05,-96.6737,33.7141,77.00,53.60,44.25,170.00,17.00,M,29.72,M,10.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KGYI 060005Z AUTO 17017G21KT 10SM CLR 25/12 A2972 RMK AO2,1225944000000.0,1225944000000.0_GYI
598,2545386,CAV,2008-05-06 20:55,-93.7593,42.743,82.40,51.80,34.69,200.00,20.00,M,29.71,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.20,M,1210114800000.0,1210114800000.0_CAV
599,178949,MUT,2008-01-10 01:52,-91.1406,41.367,34.00,30.00,85.11,120.00,7.00,M,30.02,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.22,M,1199941200000.0,1199941200000.0_MUT
600,2841194,NYC,2008-05-22 01:51,-73.9693,40.779,55.94,44.06,64.28,M,5.00,M,29.57,1000.30,10.00,M,OVC,   ,   ,   ,10000.00,M,M,M,M,M,M,M,M,M,M,55.94,METAR KNYC 220151Z AUTO VRB05KT 10SM OVC100 13/07 A2957 RMK AO2 SLP003 T01330067 TSNO,1211428800000.0,1211428800000.0_NYC
601,380395,CKP,2008-01-19 19:23,-95.5538,42.7304,4.00,-10.00,51.33,290.00,11.00,M,30.34,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.92,M,1200783600000.0,1200783600000.0_CKP
602,4359464,1A5,2008-08-06 06:21,-83.42,35.22,66.20,62.60,88.18,0.00,0.00,M,30.16,M,3.00,M,CLR,   ,   ,M,M,M,M,M,BR,M,M,M,M,M,M,66.20,METAR K1A5 060621Z AUTO 00000KT 3SM BR CLR 19/17 A3016 RMK AO2,1218013200000.0,1218013200000.0_1A5
603,1156497,CCY,2008-02-26 22:43,-92.6132,43.073,25.00,18.00,74.36,310.00,16.00,M,30.09,M,10.00,25.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.29,M,1204077600000.0,1204077600000.0_CCY
604,6983283,RHP,2008-12-10 20:40,-83.863,35.1952,62.60,57.20,82.50,0.00,0.00,M,29.94,M,10.00,M,OVC,   ,   ,M,3100.00,M,M,M,M,M,M,M,M,M,M,62.60,METAR KRHP 102040Z AUTO 00000KT 10SM OVC031 17/14 A2994 RMK AO2,1228953600000.0,1228953600000.0_RHP
605,1963240,PEA,2008-04-06 14:17,-92.9431,41.3989,54.00,43.00,66.24,150.00,12.00,M,29.80,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,M,1207501200000.0,1207501200000.0_PEA
606,6341537,ORC,2008-11-10 10:45,-96.0606,42.9895,21.00,20.00,95.84,90.00,4.00,M,30.14,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.57,M,1226325600000.0,1226325600000.0_ORC
607,5479178,OXV,2008-09-29 16:33,-93.1114,41.2984,68.00,60.00,75.57,350.00,8.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,M,1222714800000.0,1222714800000.0_OXV
608,4476512,T65,2008-08-12 10:45,-97.9731,26.1776,80.60,77.00,88.83,170.00,7.00,M,29.75,M,7.00,M,OVC,   ,   ,M,2600.00,M,M,M,M,M,M,M,M,M,M,87.10,METAR KT65 121045Z AUTO 17007KT 7SM OVC026 27/25 A2975 RMK AO2 T02700250,1218546000000.0,1218546000000.0_T65
609,3147572,CLM,2008-06-06 09:53,-123.5,48.12,46.04,42.98,88.99,80.00,3.00,M,29.77,1008.30,10.00,M,FEW,SCT,OVC,M,3600.00,6000.00,8000.00,M,-RA,M,M,M,M,M,M,44.74,METAR KCLM 060953Z AUTO 08003KT 10SM -RA FEW036 SCT060 OVC080 08/06 A2977 RMK AO2 RAB23 SLP083 P0000 T00780061,1212753600000.0,1212753600000.0_CLM
610,3458025,GGI,2008-06-21 16:55,-92.7332,41.7097,82.40,35.60,18.67,300.00,10.00,M,30.10,M,10.00,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,M,1214074800000.0,1214074800000.0_GGI
611,495446,HWV,2008-01-25 07:56,-72.8689,40.8217,21.92,6.98,52.01,330.00,10.00,M,30.20,1022.80,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,10.33,METAR KHWV 250756Z AUTO 33010KT 10SM CLR M06/M14 A3020 RMK AO2 SLP228 T10561139 TSNO,1201258800000.0,1201258800000.0_HWV
612,3233727,6R6,2008-06-10 19:53,-102.2129,30.046,96.08,64.94,36.11,140.00,13.00,M,29.89,1007.50,M,24.00,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,98.87,METAR K6R6 101953Z AUTO 14013G24KT 36/18 A2989 RMK AO2 SLP075 T03560183 PWINO TSNO,1213135200000.0,1213135200000.0_6R6
613,6089933,BBD,2008-10-28 07:05,-99.3239,31.1793,41.00,24.80,52.17,0.00,0.00,M,30.55,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,41.00,METAR KBBD 280705Z AUTO 00000KT 10SM CLR 05/M04 A3055 RMK,1225191600000.0,1225191600000.0_BBD
614,609944,ORC,2008-01-30 23:15,-96.0606,42.9895,3.20,-4.00,71.29,70.00,6.00,M,30.06,M,7.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.16,M,1201748400000.0,1201748400000.0_ORC
615,6695496,MXO,2008-11-27 03:43,-91.1605,42.2204,22.00,18.00,M,M,M,M,29.99,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1227769200000.0,1227769200000.0_MXO
616,1521704,ORC,2008-03-15 16:03,-96.0606,42.9895,27.00,20.00,74.57,20.00,8.00,M,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.95,M,1205611200000.0,1205611200000.0_ORC
617,956950,TVK,2008-02-17 06:35,-92.8983,40.6832,32.00,32.00,100.00,110.00,4.00,M,29.59,M,3.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,M,1203242400000.0,1203242400000.0_TVK
618,2556779,MNZ,2008-05-07 11:09,-98.1486,31.6659,64.40,60.80,88.09,160.00,12.00,M,29.63,M,10.00,18.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,64.40,METAR KMNZ 071109Z AUTO 16012G18KT 10SM CLR 18/16 A2963 RMK AO2,1210168800000.0,1210168800000.0_MNZ
619,2127510,11R,2008-04-15 08:22,-96.3742,30.2189,39.20,39.20,100.00,0.00,0.00,M,30.24,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,39.20,METAR K11R 150822Z AUTO 00000KT 10SM CLR 04/04 A3024 RMK AO2,1208257200000.0,1208257200000.0_11R
620,5733331,PRX,2008-10-11 09:55,-95.4507,33.6366,59.00,57.20,93.74,120.00,7.00,M,30.05,M,5.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,59.00,METAR KPRX 110955Z AUTO 12007KT 5SM CLR 15/14 A3005 RMK AO1,1223726400000.0,1223726400000.0_PRX
